Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Man Down,,Man Up & Man Down,Man Down,Box and 1,Box and 1 Zone vs 3-3 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jieV7cOJqHSWUvwWUcc4"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=jieV7cOJqHSWUvwWUcc4,,,The key is slow playing to keep zones and play to verse three up top and rotating fast if we need to.,252,Box and 1 Zone vs 3-3 Swing,Box and 1 Zone vs 3-3 Swing,Man-Down,The key is slow playing to keep zones and play to verse three up top and rotating fast if we need to.,2021-01-11T19:35:26.553Z,2024-04-02T21:08:55.966Z
Man Down,,Man Up & Man Down,Man Down,Box and Surprise Lock,Box and Lock vs 3-3 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k28GcSJYD6iltLAJnxk9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=k28GcSJYD6iltLAJnxk9,,,The key is spidering in Backside,253,Box and Lock vs 3-3 Swing,Box and Lock vs 3-3 Swing,Man-Down,The key is spidering in Backside,2021-01-11T19:51:49.859Z,2022-01-31T21:51:39.140Z
Man Down,,Man Up & Man Down,Man Down,Box and Surprise Lock,Box and Surprise Lock vs 2-2-2 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5wV6xbmIFDRtt6QS0VCa"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=5wV6xbmIFDRtt6QS0VCa,,,Once the offense rotates out of the 2-2-2 because of the lock and the back side will have to spider into the crease.,254,Box and Surprise Lock vs 2-2-2 Swing,Box and Surprise Lock vs 2-2-2 Swing,Man-Down,Once the offense rotates out of the 2-2-2 because of the lock and the back side will have to spider into the crease.,2021-01-11T21:34:15.644Z,2024-08-19T16:50:54.570Z
Man Down,,Man Up & Man Down,Man Down,Box and Surprise Lock,Box and Surprise Lock vs 2-3-1 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tmeQjACKGLtzNhTpdIE2"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tmeQjACKGLtzNhTpdIE2,,,Players must be ready to account for the Player at X and spider in to cover the crease once  he comes above the goal.,255,Box and Surprise Lock vs 2-3-1 Swing,Box and Surprise Lock vs 2-3-1 Swing,Man-Down,Players must be ready to account for the Player at X and spider in to cover the crease once  he comes above the goal.,2021-01-11T20:29:04.548Z,2023-09-09T22:51:12.636Z
Man Down,,Man Up & Man Down,Man Down,Restart Trick Plays,Clearing Start (Bench Side) - Man Down Restart Trick Clear,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7zK7m4bajZCDRNNmDLQ5"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=7zK7m4bajZCDRNNmDLQ5,,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,262,Clearing Start (Bench Side) - Man Down Restart Trick Clear,Clearing Start (Bench Side),Transition - Whole Unit (8+) - Man-Down - Clear,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,2021-01-12T23:07:23.391Z,2023-10-18T11:19:20.168Z
Man Down,,Man Up & Man Down,Man Down,Restart Trick Plays,Clearing Start (Off Bench Side) - Man Down Restart Trick Clear,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wQrEnDCczdZuPowb6CWR"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=wQrEnDCczdZuPowb6CWR,,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,263,Clearing Start (Off Bench Side) - Man Down Restart Trick Clear,Clearing Start (Off Bench Side),Transition - Whole Unit (8+) - Man-Down - Clear,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,2021-01-12T21:09:17.097Z,2025-04-28T23:39:56.509Z
Man Down,,Man Up & Man Down,Man Down,House Zone,House Zone vs 1-4-1 Man Up Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kk1DnxZPSGOfX0Sd8Zbl"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=kk1DnxZPSGOfX0Sd8Zbl,,,Stay on the pipes and communicate who backside players have on the crease.,256,House Zone vs 1-4-1 Man Up Swing,House Zone vs 1-4-1 Man Up Swing,Man-Down,Stay on the pipes and communicate who backside players have on the crease.,2021-01-11T20:59:49.941Z,2025-06-11T21:39:51.336Z
Man Down,,Man Up & Man Down,Man Down,House Zone,House Zone vs 2-2-2 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nFRdDFmcTdgQWGAgyBCn"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=nFRdDFmcTdgQWGAgyBCn,,,The pipe players should stay on the pipes and help on the crease if they can top 3 should do their best to cover the 4 up top.,257,House Zone vs 2-2-2 Swing,House Zone vs 2-2-2 Swing,Man-Down,The pipe players should stay on the pipes and help on the crease if they can top 3 should do their best to cover the 4 up top.,2021-01-11T21:27:12.147Z,2021-01-11T21:32:55.442Z
Man Down,,Man Up & Man Down,Man Down,House Zone,House Zone vs 2-3-1 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fXng8swzZjN7KZK0fJRP"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=fXng8swzZjN7KZK0fJRP,,,Players must be ready to account for the Player at X when he comes above the goal.,258,House Zone vs 2-3-1 Swing,House Zone vs 2-3-1 Swing,Man-Down,Players must be ready to account for the Player at X when he comes above the goal.,2021-01-11T20:18:29.148Z,2023-11-21T14:33:43.608Z
Man Down,,Man Up & Man Down,Man Down,House Zone,House Zone vs 3-3 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=vfTdxUKtkVoKTcAO6J14"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=vfTdxUKtkVoKTcAO6J14,,,The key are the skips from top Center to low corners.,259,House Zone vs 3-3 Swing,House Zone vs 3-3 Swing,Man-Down,The key are the skips from top Center to low corners.,2021-01-11T19:32:30.254Z,2025-06-11T21:38:51.320Z
Man Down,,Man Up & Man Down,Man Down,Restart Trick Plays,Midfield Start (Bench Side) - Man Down Restart Trick Play,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=g2ksCbXndxVwFygFw76I"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=g2ksCbXndxVwFygFw76I,,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,260,Midfield Start (Bench Side) - Man Down Restart Trick Play,Midfield Start (Bench Side),Transition - Whole Unit (8+) - Man-Down,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,2021-01-12T20:47:36.793Z,2025-04-28T23:39:34.479Z
Man Down,,Man Up & Man Down,Man Down,Restart Trick Plays,Midfield Start (Off Bench Side) - Man Down Restart Trick Play,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JbER0dqOHzv2ryvj0J0t"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=JbER0dqOHzv2ryvj0J0t,,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,261,Midfield Start (Off Bench Side) - Man Down Restart Trick Play,Midfield Start (Off Bench Side),Transition - Whole Unit (8+) - Man-Down,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,2021-01-12T20:57:26.995Z,2025-02-01T20:23:46.082Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,2-2-2 Quick,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G,,,2-2-2 Quick is Quick passing + off-ball seal + timed cut = Lots of goals.,286,2-2-2 Quick,2-2-2 Quick,Extra-Man - Man-Down,2-2-2 Quick is Quick passing + off-ball seal + timed cut = Lots of goals.,2021-01-03T14:31:06.260Z,2025-02-11T05:29:46.107Z
Man Up,,Man Up & Man Down,Man Up,2-3-1 Curl from X,2-3-1 Curl From X - Draw and Dump,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=YIa3QWrLQZdLwlhojSGG"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=YIa3QWrLQZdLwlhojSGG,,,"2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and dumps to the wing for a step down.",264,2-3-1 Curl From X - Draw and Dump,2-3-1 Curl From X,Extra-Man - Man-Down - Beginner,"""2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and dumps to the wing for a step down.""",2021-01-03T14:31:06.260Z,2024-03-04T06:12:35.389Z
Man Up,,Man Up & Man Down,Man Up,2-3-1 Curl from X,2-3-1 Curl From X - Fake and Curl,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=SzECBjIc1xLUicho5G45"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=SzECBjIc1xLUicho5G45,,,"2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl fakes a pass to the wing to keep the defenseman away and curls the side.",265,2-3-1 Curl From X - Fake and Curl,2-3-1 Curl From X,Extra-Man - Man-Down - Beginner,"""2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl fakes a pass to the wing to keep the defenseman away and curls the side.""",2021-01-03T14:31:06.260Z,2021-01-03T22:28:23.082Z
Man Up,,Man Up & Man Down,Man Up,2-3-1 Curl from X,2-3-1 Curl From X - Give and Go,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OfGKJ7pNlUv7zDKsPhv0"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=OfGKJ7pNlUv7zDKsPhv0,,,"2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl from x will pass to the wing early to keep the low right zone on the wing -  receive a pass back as he curls -  catch and score.",266,2-3-1 Curl From X - Give and Go,2-3-1 Curl From X,Extra-Man - Man-Down - Beginner,"""2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl from x will pass to the wing early to keep the low right zone on the wing -  receive a pass back as he curls -  catch and score.""",2021-01-03T14:31:06.260Z,2024-03-06T02:32:50.422Z
Man Up,,Man Up & Man Down,Man Up,2-3-1 Curl from X,2-3-1 Curl From X - No Look Skip,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jN6UY5EnEWIM1LXgrp0E"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=jN6UY5EnEWIM1LXgrp0E,,,"2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and looks at the wing to draw the top zone to the wing and passes to the top right player cutting behind the top right zone.",267,2-3-1 Curl From X - No Look Skip,2-3-1 Curl From X,Extra-Man - Man-Down - Beginner,"""2-3-1 Curl From X is the first form of teaching an overload to young players.

In this look -  the curl draws the low zone and looks at the wing to draw the top zone to the wing and passes to the top right player cutting behind the top right zone.""",2021-01-03T14:31:06.260Z,2021-01-03T22:27:32.019Z
Man Up,,Man Up & Man Down,Man Up,3-3 3 Man Side Wheel,3-3 3 Man Side Wheel - Three High - Top Down Skips,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS,,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
",268,3-3 3 Man Side Wheel - Three High - Top Down Skips,3-3 3 Man Side Wheel,Extra-Man - Man-Down,"""Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
""",2021-01-11T13:16:41.038Z,2023-12-28T02:51:39.000Z
Man Up,,Man Up & Man Down,Man Up,3-3 3 Man Side Wheel,3-3 3 Man Side Wheel - Throw Back,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn,,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
",269,3-3 3 Man Side Wheel - Throw Back,3-3 3 Man Side Wheel,Extra-Man - Man-Down,"""Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
""",2021-01-11T13:02:11.057Z,2024-03-06T02:41:35.524Z
Man Up,,Man Up & Man Down,Man Up,3-3 3 Man Side Wheel,3-3 3 Man Side Wheel - Throw Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6,,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
",270,3-3 3 Man Side Wheel - Throw Forward,3-3 3 Man Side Wheel,Extra-Man - Man-Down,"""Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
""",2021-01-11T13:12:18.246Z,2025-02-11T21:15:55.166Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,3-3 Pioneer,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.",287,3-3 Pioneer,3-3 Pioneer,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.""",2022-02-26T20:05:49.636Z,2025-02-07T03:01:16.120Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,3-3 Terrapin,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.",288,3-3 Terrapin,3-3 Terrapin,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.""",2022-02-26T20:00:13.938Z,2025-02-20T13:57:00.495Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Side Wheel,4 Man Side Wheel - Forward 3v2,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=PDGCmTBKVFkCbPWpo4Sl"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=PDGCmTBKVFkCbPWpo4Sl,,,This 4 Man Side Wheel,271,4 Man Side Wheel - Forward 3v2,4 Man Side Wheel,Extra-Man - Man-Down - Intermediate,This 4 Man Side Wheel,2021-01-03T14:31:06.260Z,2025-01-31T02:23:01.188Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - 3 Defenseman High,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ALhfR00MsVMBqj0spFiz"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ALhfR00MsVMBqj0spFiz,,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.",274,4 Man Top Wheel - 3 Defenseman High,4 Man Top Wheel,Extra-Man - Man-Down,"""This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.""",2021-01-03T14:31:06.260Z,2024-03-11T03:27:58.374Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Back and Forth,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2wHVhiG46tWITYyFOabE"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=2wHVhiG46tWITYyFOabE,,,,279,4 Man Top Wheel - Back and Forth,4 Man Top Wheel,,,2021-05-12T18:46:01.598Z,2025-02-07T03:06:19.325Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Lock Off Carry,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k3Oew8jaP75miGtpVmZd"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=k3Oew8jaP75miGtpVmZd,,,,280,4 Man Top Wheel - Lock Off Carry,4 Man Top Wheel,,,2021-04-24T14:11:34.051Z,2021-05-12T18:45:35.019Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Seal For Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GgQmpSnJEWVEFzvvBz3H"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=GgQmpSnJEWVEFzvvBz3H,,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.",275,4 Man Top Wheel - Seal For Forward,4 Man Top Wheel,Extra-Man - Man-Down,"""This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.""",2021-01-03T14:31:06.260Z,2021-01-03T21:43:07.612Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Seal For Forward - Lefty Carry,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3h0VyWH0s3yFGkvZUmen"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=3h0VyWH0s3yFGkvZUmen,,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.",276,4 Man Top Wheel - Seal For Forward - Lefty Carry,4 Man Top Wheel,Extra-Man - Man-Down,"""This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.""",2023-01-05T12:38:18.410Z,2023-01-05T12:43:18.845Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Throw Backward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=c3xnjqvMZeNGNE4H6b2T"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=c3xnjqvMZeNGNE4H6b2T,,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman stays with and the crease defenseman stays inside -  throw back and play the backward 3v2.",277,4 Man Top Wheel - Throw Backward,4 Man Top Wheel,Extra-Man - Man-Down,"""This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman stays with and the crease defenseman stays inside -  throw back and play the backward 3v2.""",2021-01-03T14:31:06.260Z,2024-03-11T03:26:18.554Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Top Wheel,4 Man Top Wheel - Throw Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=o72gTRsFrTiR4K2X5GrT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=o72gTRsFrTiR4K2X5GrT,,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman falls off to cover the crease throw forward and play the 3v2.",278,4 Man Top Wheel - Throw Forward,4 Man Top Wheel,Extra-Man - Man-Down,"""This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman falls off to cover the crease throw forward and play the 3v2.""",2021-01-03T14:31:06.260Z,2021-01-03T21:39:31.168Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Cheddar,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Fb4O8I8vSCYPnmGYmkou"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Fb4O8I8vSCYPnmGYmkou,,,Man play,293,Cheddar,Cheddar,,Man play,2022-01-12T01:13:04.169Z,2024-03-23T14:39:59.057Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Cheddar to Reverse Twice,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9MshLpBG5qPbJFXdU1FC"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=9MshLpBG5qPbJFXdU1FC,,,Man play,294,Cheddar to Reverse Twice,Cheddar to Reverse Twice,,Man play,2022-03-04T15:07:37.591Z,2024-03-15T17:54:15.428Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Cheddar to Same Direction,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DfpkqbWaW5vfOZf8MOJ7"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=DfpkqbWaW5vfOZf8MOJ7,,,Man play,295,Cheddar to Same Direction,Cheddar to Same Direction,,Man play,2022-03-04T15:07:17.806Z,2024-03-12T00:50:57.350Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Denver Open to 3-3,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc,,,,285,Denver Open to 3-3,Denver Open to 3-3,Extra-Man,,2021-04-18T16:02:46.458Z,2024-08-11T09:19:01.456Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,DENVER Shifted 2-2-2 to 3-3 Man Up Off Ball Slip,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz,,,This simple and effective man up play uses an off ball 2 man game to pick on a single off ball defender with quick ball movement.,289,DENVER Shifted 2-2-2 to 3-3 Man Up Off Ball Slip,DENVER Shifted 2-2-2 to 3-3 Man Up Off Ball Slip,Extra-Man - Man-Down,This simple and effective man up play uses an off ball 2 man game to pick on a single off ball defender with quick ball movement.,2023-01-04T12:23:20.517Z,2024-02-12T03:23:29.069Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Duke Scissor Cut Motion (O’Niel Goal that Beat Denver),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT,,,A brilliantly designed Man Up Play by the Duke Blue Devils to beat Denver in 2023,291,Duke Scissor Cut Motion (O’Niel Goal that Beat Denver),Duke Scissor Cut Motion (O’Niel Goal that Beat Denver),Extra-Man - Man-Down - Intermediate - Advanced,A brilliantly designed Man Up Play by the Duke Blue Devils to beat Denver in 2023,2023-02-18T03:24:37.774Z,2024-05-23T02:58:08.248Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Side Wheel,Hopkins 4 Man Wheel and Seal,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bczxoo7scYOmPLOarTxN"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=bczxoo7scYOmPLOarTxN,,,Use this 4 Man Side Wheel and double seal to get your best shooter free!,272,Hopkins 4 Man Wheel and Seal,Hopkins 4 Man Wheel and Seal,Extra-Man - Man-Down - Intermediate,Use this 4 Man Side Wheel and double seal to get your best shooter free!,2021-01-03T14:31:06.260Z,2024-03-06T04:09:16.830Z
Man Up,,Man Up & Man Down,Man Up,3-3 4 Man Side Wheel,Jay’s - 4 Man Wheel and Seal,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cfpHnEEXT9JaKtnjIEbh"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=cfpHnEEXT9JaKtnjIEbh,,,Use this 4 Man Side Wheel and double seal to get your best shooter free!,273,Jay’s - 4 Man Wheel and Seal,Jay’s,Extra-Man - Man-Down - Intermediate,Use this 4 Man Side Wheel and double seal to get your best shooter free!,2021-05-12T18:34:18.699Z,2024-04-05T16:04:38.685Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Maroon Open Set Play,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt,,,Man play,296,Maroon Open Set Play,Maroon Open Set Play,,Man play,2022-03-10T20:55:57.749Z,2024-03-14T17:20:20.380Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Pepper Jack,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1qi2Fw6Zd3b1WHL00jwI"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=1qi2Fw6Zd3b1WHL00jwI,,,"A man up motion that contributed a lot of goals for us this season.  
RP = Righty Passer
LP = Lefty Passer 
IF = Inside Finisher
LS = Lefty Shooter
RS = Righty Shooter
SP = Shooter/Passer",292,Pepper Jack,Pepper Jack,Intermediate - Whole Unit (8+) - Extra-Man,"""A man up motion that contributed a lot of goals for us this season.  
RP = Righty Passer
LP = Lefty Passer 
IF = Inside Finisher
LS = Lefty Shooter
RS = Righty Shooter
SP = Shooter/Passer""",2022-03-17T12:35:31.892Z,2024-02-07T07:11:40.713Z
Man Up,,Man Up & Man Down,Man Up,Quick Hitters,Rutgers 2-2-2 Scissor Cuts Play,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL,,,An awesome little set play that Rutgers ran vs Penn State in 2021.,290,Rutgers 2-2-2 Scissor Cuts Play,Rutgers 2-2-2 Scissor Cuts Play,Extra-Man - Man-Down,An awesome little set play that Rutgers ran vs Penn State in 2021.,2021-02-21T04:05:55.748Z,2024-03-10T00:49:27.600Z
