Vimeo Connection ID,Strategy Categories,Strategy Name,Lacrosse Lab Link,description,Paste Embed Code in This Column
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=gBQwvFRagThuMUKx2lCL,This is the Cuse Motion Offense - The top crease player will mirror the dodge.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gBQwvFRagThuMUKx2lCL"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=MrRjHNZiM52ZWnAXqjU2,This is the Cuse Motion Offense - The dodger has the option to go over the top or down the alley. All other players will react to this dodge.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MrRjHNZiM52ZWnAXqjU2"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=yJne3AO73xIZqkzSKH0K,This is the Cuse Motion Offense - The near side low player will fade to x playing hang up games while the backside player cuts the middle.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yJne3AO73xIZqkzSKH0K"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=qdjIZwPycnTNvSdvgFRG,This is the Cuse Motion Offense - The near side low player will clear through to the crease and the backside player will fill to x for the forward outlet.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qdjIZwPycnTNvSdvgFRG"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=nq1NfvjWNLY6MANMVBjw,This is the Cuse Motion Offense - The top center player will fade and prepare to dodge of the ball swings.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nq1NfvjWNLY6MANMVBjw"" style=""max-width: 100%""></iframe>"
53,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=0Ulreo5iO4jZTYtKAz7T,This is the Cuse Motion Offense vs a 3-3 zone.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0Ulreo5iO4jZTYtKAz7T"" style=""max-width: 100%""></iframe>"
53,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=dL8Xv4SnhCFZvlM2laxO,This is the Cuse Motion Offense vs a 3-3 zone.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dL8Xv4SnhCFZvlM2laxO"" style=""max-width: 100%""></iframe>"
54,Defense,Defending 2 Man Games,https://lacrosse.labradorsports.com/play?l=XqyN1vWQ2oEioljtvWyF,"An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate -","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XqyN1vWQ2oEioljtvWyF"" style=""max-width: 100%""></iframe>"
54,Defense,Defending 2 Man Games,https://lacrosse.labradorsports.com/play?l=KxcHSI3HGjbvtidIHhJt,"An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate -","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KxcHSI3HGjbvtidIHhJt"" style=""max-width: 100%""></iframe>"
54,Defense,Defending 2 Man Games,https://lacrosse.labradorsports.com/play?l=wDP3Ebj7CjRh6FCeHWi9,"An overview of how to double picks behind the goal and pull the goalie to cover the 2nd player.
1) Double the Pick
2) Pull the Goalie to cover the other player.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wDP3Ebj7CjRh6FCeHWi9"" style=""max-width: 100%""></iframe>"
55,Defense,Defending Hang Ups at X,,,
54,Defense,Defending the 1-4-1,https://lacrosse.labradorsports.com/play?l=MkGCbqZG1K3y66t889m2,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to slide to a wing pick that works.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MkGCbqZG1K3y66t889m2"" style=""max-width: 100%""></iframe>"
,Defense,Defending the 1-4-1,https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

The 1-4-1 Double Mumbo play is a favorite of coaches.  It can be run as a set piece -  or as a precursor to a weave motion.  We both in this example.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV"" style=""max-width: 100%""></iframe>"
,Defense,Defending the 1-4-1,https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to defend isolation dodges.  As a simple rule -  we will most likely slide and recover from the crease.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Denver Elite Offense Overview for Laxcon,https://lacrosse.labradorsports.com/play?l=cJwVbzyZHlYeerkLC6QS,"Denver Elite Offense Overview for Laxcon
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cJwVbzyZHlYeerkLC6QS"" style=""max-width: 100%""></iframe>"
56,Offense - Set Plays,Denver Skeleton,https://lacrosse.labradorsports.com/play?l=eV09v1lWeWMz3R6Z50an,Denver Endline Play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=eV09v1lWeWMz3R6Z50an"" style=""max-width: 100%""></iframe>"
56,Offense - Set Plays,Denver vs Man to Man,https://lacrosse.labradorsports.com/play?l=LPDjKqcotI0j5Jtiw5dP,Denver Endline Play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LPDjKqcotI0j5Jtiw5dP"" style=""max-width: 100%""></iframe>"
59,Defense,Doubling Picks,,,
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=M25CffvlBE6KQ06vD2AW,A play you can use vs a zone with shorty top center and on the crease.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=M25CffvlBE6KQ06vD2AW"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=Ft3ipv7lDxt1ECsgH5Az,If the crease Slides when you’re attacking the Middle -  feed the crease.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Ft3ipv7lDxt1ECsgH5Az"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=ZfQyAOQPdIrJmPo8n3AZ,If the crease Slides when you’re attacking the Middle and the 2 slide is there -  Skip it to the corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZfQyAOQPdIrJmPo8n3AZ"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=S4cIr1AmF8nRUq9kXqmt,If the adjacent player slides -  Draw and Dump on the wing.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=S4cIr1AmF8nRUq9kXqmt"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=mXblHOPfyLmN84CDxauZ,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

If the dodger is unable to turn the corners or find looks after 3 roll backs -  he should pass Down Pick Down with either Wing.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mXblHOPfyLmN84CDxauZ"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=S4cIr1AmF8nRUq9kXqmt,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=S4cIr1AmF8nRUq9kXqmt"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=irCze742ApRRLeHTkGb9,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

Players should turn the corner dodging room Top Center.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=irCze742ApRRLeHTkGb9"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=dFjwkswcqpso4w00ruRF,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

If the dodger takes the Alley -  it sets up the Attackman to come off a big little pick from up top.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dFjwkswcqpso4w00ruRF"" style=""max-width: 100%""></iframe>"
64,Offense,Duke Fade and Follow,https://lacrosse.labradorsports.com/play?l=bFyEY3DxYDMvs5KSOXAp,The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bFyEY3DxYDMvs5KSOXAp"" style=""max-width: 100%""></iframe>"
61,Offense,Duke Motion,,,
65,Man Down,Duke's Hybrid Man Down,,,
33,Zone Offense,Fade and Follow - Shorty Top Center,https://lacrosse.labradorsports.com/play?l=LDLutcvbpxJPh7Ofblqq,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LDLutcvbpxJPh7Ofblqq"" style=""max-width: 100%""></iframe>"
60,Zone Offense,Fade and Follow - Shorty Top Center,https://lacrosse.labradorsports.com/play?l=GVwNeoqmrvUhLFE7CyhK,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GVwNeoqmrvUhLFE7CyhK"" style=""max-width: 100%""></iframe>"
60,Zone Offense,Fade and Follow - Shorty Top Center,https://lacrosse.labradorsports.com/play?l=lTzsEu6Pp2xzZ94I4nbg,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lTzsEu6Pp2xzZ94I4nbg"" style=""max-width: 100%""></iframe>"
173,Transition Offense,Fast Break (4v3),https://lacrosse.labradorsports.com/play?l=OI8CMfcWrNs6p2haQpuR,"Tried and True… The “L” Fast Break is simple and effective.
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OI8CMfcWrNs6p2haQpuR"" style=""max-width: 100%""></iframe>"
173,Transition Offense,Fast Break (4v3),https://lacrosse.labradorsports.com/play?l=4hRQQU2ijIDKViWXbVXI,"Tried and True… The “L” Fast Break is simple and effective.

The player coming the into the offensive end must pick a side and the Attack will rotate into their L set.  Their Rotation should ensure that a righty or lefty is point on the correct side.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4hRQQU2ijIDKViWXbVXI"" style=""max-width: 100%""></iframe>"
173,Transition Offense,Fast Break (4v3),https://lacrosse.labradorsports.com/play?l=a4Ui37Y0Kz4jGCAD1sQi,"Tried and True… The “L” Fast Break is simple and effective.

This Rotation will ensure that a single player will be the point player regardless of the side.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=a4Ui37Y0Kz4jGCAD1sQi"" style=""max-width: 100%""></iframe>"
173,Transition Offense,Fast Break (4v3),https://lacrosse.labradorsports.com/play?l=zPRzRHUv0SMyjnzuSHLI,"Tried and True… The “L” Fast Break is simple and effective.

Looks are based on eye site.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zPRzRHUv0SMyjnzuSHLI"" style=""max-width: 100%""></iframe>"
,Transition Offense,Fast Break (4v3),https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL,A more advanced Fastbreak where we utilize the depth of the field rather than a box To allow the midfielder to run directly down the center of the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL"" style=""max-width: 100%""></iframe>"
68,Face Offs,FO - Black (Pull Side Wing),https://lacrosse.labradorsports.com/play?l=tiMa6oG7800HJ0rJvval,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

The Black call should be expected if the pull side wing player lines up uncontested in the defensive end.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tiMa6oG7800HJ0rJvval"" style=""max-width: 100%""></iframe>"
68,Face Offs,FO - Connect after GB,https://lacrosse.labradorsports.com/play?l=uWHb7ozxXYhBDrbxmh1I,During face offs -  players must expect the ball. Once the ball is picked up -  they must connect and get the ball to the offensive end.  Some face off specialists and LSM’s have a tendency of running off the field once the ball is picked up which can lead to Easy Doubles.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uWHb7ozxXYhBDrbxmh1I"" style=""max-width: 100%""></iframe>"
68,Face Offs,FO - Green (Pull to Self),https://lacrosse.labradorsports.com/play?l=MuhicsiywDnf1tkrCzVv,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

If the defensive team lines up “Hip to Hip” on both sides -  the FO specialist will have to pull it to himself where he has space.  The basic idea is that the more space he has in any spot -  the better.  However -  he can pull it to himself wherever he feels he will have the best opportunity to get the ball.

Pull Front Left - If the pull side wing is line up in the defensive end.

Pull Back Left - If the pull side wing is lined up in the offensive end.

Pull Back Right - If the off side wing is line up in the offensive end.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MuhicsiywDnf1tkrCzVv"" style=""max-width: 100%""></iframe>"
68,Face Offs,FO - Pass Back & Clear,https://lacrosse.labradorsports.com/play?l=JewtMg1EglomGWhw8D1Y,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

If the defensive team lines up “Hip to Hip” on both sides -  the FO specialist will have to pull it to himself where he has space. If the opposing team puts a long pole on the face off -  the face of specialist can pull it backwards pick it up and then pass back to the goalie who will set up the clear.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JewtMg1EglomGWhw8D1Y"" style=""max-width: 100%""></iframe>"
68,Face Offs,FO - White (Off Side Wing),https://lacrosse.labradorsports.com/play?l=wBTiITJbu1Ncq3eLbH1U,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

The White call should be expected if the pull side wing player lines up contested and the off side wing is uncontested in the defensive end.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wBTiITJbu1Ncq3eLbH1U"" style=""max-width: 100%""></iframe>"
138,Riding,Goalie Ride,https://lacrosse.labradorsports.com/play?l=99KAxfSjuWWXgQaoHZVR,The Goalie Ride is used to pick on other teams goalies by making them handle the ball and locking off all the other players.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=99KAxfSjuWWXgQaoHZVR"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Gold (Denver Modification),https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY,Denver Endline Play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY"" style=""max-width: 100%""></iframe>"
,Offense,Hi Wing Pairs and X,https://lacrosse.labradorsports.com/play?l=QGhb9hhJKwdafT46spQ7,Hi wing pairs and acts as a building block to the Ohio State offense while in the box.  The X pair simply doesn’t have a second player.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=QGhb9hhJKwdafT46spQ7"" style=""max-width: 100%""></iframe>"
163,Man Up,Hopkins 3-3 Wheel and Seal Man Up Play,,,
75,Man Down,House Zone,https://lacrosse.labradorsports.com/play?l=kk1DnxZPSGOfX0Sd8Zbl,Stay on the pipes and communicate who backside players have on the crease.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kk1DnxZPSGOfX0Sd8Zbl"" style=""max-width: 100%""></iframe>"
75,Man Down,House Zone,https://lacrosse.labradorsports.com/play?l=nFRdDFmcTdgQWGAgyBCn,The pipe players should stay on the pipes and help on the crease if they can top 3 should do their best to cover the 4 up top.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nFRdDFmcTdgQWGAgyBCn"" style=""max-width: 100%""></iframe>"
75,Man Down,House Zone,https://lacrosse.labradorsports.com/play?l=fXng8swzZjN7KZK0fJRP,Players must be ready to account for the Player at X when he comes above the goal.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fXng8swzZjN7KZK0fJRP"" style=""max-width: 100%""></iframe>"
75,Man Down,House Zone,https://lacrosse.labradorsports.com/play?l=vfTdxUKtkVoKTcAO6J14,The key are the skips from top Center to low corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=vfTdxUKtkVoKTcAO6J14"" style=""max-width: 100%""></iframe>"
85,Man Down,Jumping The Ball Man Down Defense,,,
22,Clearing,L - Clear,https://lacrosse.labradorsports.com/play?l=GNEeeT129CT2cHkGsXip,"The L - Clear refers to the formation of the defensive players in the clear.  The defenseman will move form an L as they line up on the wings of each side of the goal and the just goal side of the midline on the off box side.

There are many different types of L clears depending on the formation of the other players.  Here we will show a 4-3 clear -  diamond clear -  and 2-2-3 clear formaions.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GNEeeT129CT2cHkGsXip"" style=""max-width: 100%""></iframe>"
22,Clearing,Ladder Clear,https://lacrosse.labradorsports.com/play?l=1JYz497MNemSMN9A9Ht2,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1JYz497MNemSMN9A9Ht2"" style=""max-width: 100%""></iframe>"
90,Clearing,Man Down Clear,,,
91,Face Off,Man Down Face Off,,,
,Zone Offense - Set Plays,Maryland Double Pick Seal,https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R"" style=""max-width: 100%""></iframe>"
98,Defense,Near Man Defense,https://lacrosse.labradorsports.com/play?l=watGv5buZ3GN5kg8U23z,A CoMa Slide is a slide to a dodge from X where the slide COMes Across the goal from the other side.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=watGv5buZ3GN5kg8U23z"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,O-Show,https://lacrosse.labradorsports.com/play?l=fhXmHvjX3iMo7IniT6j9,Reverse Denver Endline Play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fhXmHvjX3iMo7IniT6j9"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=fL7vOjiUFsWXBVFy0jPE,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

In this motion -  one player will dodge while the other shallow cuts underneath them","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fL7vOjiUFsWXBVFy0jPE"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=3GGGQRB7leGwWjJO9OFM,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

This is a read and react example with no picks.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3GGGQRB7leGwWjJO9OFM"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=3eWxerjyv3dYcTxU3U7Q,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

This is a ""read and react"" example incorporates picks and mumbos.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3eWxerjyv3dYcTxU3U7Q"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=RYhplyJfI7MVkMfWpOsx,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -   the nearest player will cut the middle while the other fills as the outlet.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RYhplyJfI7MVkMfWpOsx"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=UrBJGahJyAaeSw0BKfVg,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -  the exterior player will cut the middle while the inside player pops to the outside.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UrBJGahJyAaeSw0BKfVg"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=ne5TUw1r1SxM9Lr4v8Em,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -   the nearest player will fade to 10x12 and the other will cut to the back pipe.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ne5TUw1r1SxM9Lr4v8Em"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=qMkFJLUBXLPn14OlPsqY,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Flares and Mumbo’s are run from the inside out sets -  where the perimeter player will pick his own man into the middle of the field and the inside player will pop out around the pick.

Mumbo’s have the player pop to open space.

Flares have the player curl around the pick.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qMkFJLUBXLPn14OlPsqY"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=ioiVsXx9V1wLKUGcboQ7,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Off Ball Picks are used from the perimeter position.  The player closest to the ball will cut inside and pick the backside player's defenseman.  The backside player will cut off of the pick.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ioiVsXx9V1wLKUGcboQ7"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=Kwj6fFoGU7xzkIRzYcRZ,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Holds are used after Rotations to stay in dangerous space and prepare for the next Motion. 

In our example. the Lefty Wing Pair exchanges as the righty wing pair up picks.  The Lefty Wing Pair can Hold as the X Pair runs their picks behind.

Resets are used after Motions to reset into the perimeter or inside out formation

In our example -  the Righty Wing Pair executes an Up Pick and Slip.  Then -  as the X Pair is executing their pick game -  they will reset inside out.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Kwj6fFoGU7xzkIRzYcRZ"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=TtfxoS7ZZuxxuvO3r65z,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming. 
We would like to set picks where the ball carrier and picking player can exit the pick to their strong hands.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=TtfxoS7ZZuxxuvO3r65z"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=Mn6vNPZnTw3weeXHVmKV,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Up Picks and Down Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming.  Once a pick is set -  the picker will always slip (roll) to the goal.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Mn6vNPZnTw3weeXHVmKV"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=hjejzBTnJZNsaeYKheZ7,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Wing Mirrors are run from the inside out set.  If the dodger runs down the alley -  the crease player will mirror to the top.  If the dodger sweeps across the top -  the crease player will mirror out to the wing.  
If the defensive team slides from the crease -  it will leave the mirror player open often.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hjejzBTnJZNsaeYKheZ7"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=Kk6qsdR1dA9mHKJYsgjY,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The Attack Mirror Motion can occur when the X group is on the perimeter or inside out.  As one of the players dodges up the wing -  the partner must get to X to become the backward outlet.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Kk6qsdR1dA9mHKJYsgjY"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=0HIUEAZxFFKktIB9lQ6T,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The ball side player will clear through to the crease as the backside player will get to X as the forward outlet.

This is used mostly to set up a quick dodge to the backside -  or an inside-out pick to the strong hand.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0HIUEAZxFFKktIB9lQ6T"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=zwu7li9t9Z8yDIAt3Spv,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The ball side player will Fade to X to become the Forward Outlet while the backside player cuts the Middle.  

This is used mostly to set up quick ball movement to the backside or a reversal dodge back towards where the ball came from.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zwu7li9t9Z8yDIAt3Spv"" style=""max-width: 100%""></iframe>"
103,Offense,Ohio State Pairs,https://lacrosse.labradorsports.com/play?l=mIsqglhesxzNJuat6onk,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The Pop and Step Off Rotation is run out of the inside out set.  The player at X will pop ball side to be the forward outlet as the player on the crease steps off to be the 2nd pass option.  

If the ball is passed forward twice -  the player who stepped off is primed for a dodge to his strong hand.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mIsqglhesxzNJuat6onk"" style=""max-width: 100%""></iframe>"
,Offense,Open Set,https://lacrosse.labradorsports.com/play?l=xD8ZvKmxeaa4YZ51yJ16,Play works well because many teams do not train adjacent slides.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=xD8ZvKmxeaa4YZ51yJ16"" style=""max-width: 100%""></iframe>"
,Offense,Open Set,https://lacrosse.labradorsports.com/play?l=B2BP2Y9MqQYo4v4Nx1Pi,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=B2BP2Y9MqQYo4v4Nx1Pi"" style=""max-width: 100%""></iframe>"
,Offense,Open Set,https://lacrosse.labradorsports.com/play?l=V5Coi9uOZX9iqjLiB0OZ,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=V5Coi9uOZX9iqjLiB0OZ"" style=""max-width: 100%""></iframe>"
,Offense,Open Set,https://lacrosse.labradorsports.com/play?l=B48sX5oabKi6bwu4fvAH,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=B48sX5oabKi6bwu4fvAH"" style=""max-width: 100%""></iframe>"
