ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Drill Types",_drill_category,_drill_duration,_drill_video_url,_drill_notes,_mepr_unauthorized_message_type,_mepr_unauthorized_message,_mepr_unauth_login,_mepr_unauth_excerpt_type,_mepr_unauth_excerpt_size,_learndash_course_grid_short_description,_powlax_drill,_learndash_course_grid_duration,_learndash_course_grid_enable_video_preview,_learndash_course_grid_video_embed_code,_learndash_course_grid_custom_button_text,_learndash_course_grid_custom_ribbon_text,_drill_lab_url_new,_drill_lab_embed,_drill_custom_url,_drill_images,_elementor_page_assets,_drill_lab_url,_drill_game_states,_drill_lab_url_1,_drill_lab_url_2,_drill_lab_url_3,_drill_lab_url_4,_drill_lab_embeds,_drill_lab_url_5,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
48750,"5v4 Continuous Keep Away (End Game Doubles)",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/5v4-continuous-keep-away-end-game-doubles/,,,,,,,,,"Live Play",,https://vimeo.com/1081201100,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=h9XBCCz8CNORRDm1S9pz"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:5:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:21:""pp-transition-defense"";i:3;s:18:""pp-settled-defense"";i:5;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=h9XBCCz8CNORRDm1S9pz,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=h9XBCCz8CNORRDm1S9pz"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,5v4-continuous-keep-away-end-game-doubles,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48751,"6 Line Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/6-line-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=xY9o3W0qLaqpuluSqa5Q"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=xY9o3W0qLaqpuluSqa5Q,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=xY9o3W0qLaqpuluSqa5Q"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,6-line-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48752,"Arc 5 Player Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/arc-5-player-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DOxqFookcbSuJDdxizai"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=DOxqFookcbSuJDdxizai,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DOxqFookcbSuJDdxizai"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,arc-5-player-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48753,"Bling Bling Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/bling-bling-shooting/,,,,,,,,,"Skill Drills",,https://vimeo.com/1078452651,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n3QEySs72w9MxvTMerVj"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=n3QEySs72w9MxvTMerVj,https://lacrosse.labradorsports.com/play?l=DKf1R1jt4rosi39KqTkP,https://lacrosse.labradorsports.com/play?l=lYihUXikkcYps8WPBn2R,,"a:3:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n3QEySs72w9MxvTMerVj"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DKf1R1jt4rosi39KqTkP"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lYihUXikkcYps8WPBn2R"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,bling-bling-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48754,"Box 5v4",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/box-5v4/,,,,,,,,,"Live Play",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Xyvl3o4dJG064UNZ9Q0h"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:5:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:21:""pp-transition-defense"";i:3;s:18:""pp-settled-defense"";i:5;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=Xyvl3o4dJG064UNZ9Q0h,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Xyvl3o4dJG064UNZ9Q0h"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,box-5v4,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48755,"Circle Dodging",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/circle-dodging/,,,,,,,,,"Skill Drills",,https://vimeo.com/180762732,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ebvNg6L913jCvNLb3GoP"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=ebvNg6L913jCvNLb3GoP,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ebvNg6L913jCvNLb3GoP"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,circle-dodging,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48756,"Circle Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/circle-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OgpI4B7HAgFxaJT2CbJS"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=OgpI4B7HAgFxaJT2CbJS,https://lacrosse.labradorsports.com/play?l=aGMICnwHksqJ66kL60n5,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OgpI4B7HAgFxaJT2CbJS"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=aGMICnwHksqJ66kL60n5"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,circle-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48757,"Clear Passing",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/clear-passing/,,,,,,,,,"Skill Drills",,https://vimeo.com/1078459533,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WqqgiqycbgdbHU0KKMaY"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=WqqgiqycbgdbHU0KKMaY,https://lacrosse.labradorsports.com/play?l=WnAFnAMAd5O9aoAQbUD2,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WqqgiqycbgdbHU0KKMaY"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WnAFnAMAd5O9aoAQbUD2"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,clear-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48758,"Crazy 8s",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/crazy-8s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sFptB8KJLI8DlzzDsy2B"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=sFptB8KJLI8DlzzDsy2B,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sFptB8KJLI8DlzzDsy2B"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,crazy-8s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48759,"Crease Feed Recover 1v1",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/crease-feed-recover-1v1/,,,,,,,,,"Concept Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=azcOOG6qSXP7flsly9yR"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-defense"";i:1;s:18:""pp-settled-offense"";}",https://lacrosse.labradorsports.com/play?l=azcOOG6qSXP7flsly9yR,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=azcOOG6qSXP7flsly9yR"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,crease-feed-recover-1v1,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48760,"Diagonal Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/diagonal-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WoGiBA6gMhtuncYRjtFH"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=WoGiBA6gMhtuncYRjtFH,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WoGiBA6gMhtuncYRjtFH"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,diagonal-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48761,"Diamond 1v1s",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/diamond-1v1s/,,,,,,,,,"1v1 Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=iE6Osllh51h7ovJKHvcI"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=iE6Osllh51h7ovJKHvcI,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=iE6Osllh51h7ovJKHvcI"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,diamond-1v1s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48762,"Duke Transition Drill",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/duke-transition-drill/,,,,,,,,,"Team Drills",,https://vimeo.com/1078459580,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=HXfc4Tk8jxZkqDoAM09H"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=HXfc4Tk8jxZkqDoAM09H,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=HXfc4Tk8jxZkqDoAM09H"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,duke-transition-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48763,"Fast/Slow Drill (Hofstra)",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/fast-slow-drill-hofstra/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L1F0QzXHgGVLviLUhgCx"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=L1F0QzXHgGVLviLUhgCx,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L1F0QzXHgGVLviLUhgCx"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,fast-slow-drill-hofstra,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48764,"Figure 8 Shooting",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/figure-8-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uCwqD9zaGuSlikEzr3kw"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=uCwqD9zaGuSlikEzr3kw,https://lacrosse.labradorsports.com/play?l=GiBKPnVseukmrnU5ZAeC,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uCwqD9zaGuSlikEzr3kw"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GiBKPnVseukmrnU5ZAeC"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,figure-8-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48765,"Follow The Leader Dodging",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/follow-the-leader-dodging/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=70nM7HRaSJD2bjk84fgJ"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=70nM7HRaSJD2bjk84fgJ,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=70nM7HRaSJD2bjk84fgJ"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,follow-the-leader-dodging,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48766,"Full Field Build Up",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/full-field-build-up/,,,,,,,,,"Team Drills",,https://vimeo.com/1092026269,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UCI1BELb8wSNlizj4MbU"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:4:{i:0;s:23:""pp-offensive-transition"";i:1;s:18:""pp-settled-offense"";i:2;s:18:""pp-settled-defense"";i:3;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=UCI1BELb8wSNlizj4MbU,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UCI1BELb8wSNlizj4MbU"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,full-field-build-up,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48767,"Full Field Riding and Transition Offense Drill",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/full-field-riding-and-transition-offense-drill/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=SbawVgAJg8Dy3wvCWH3s"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:5:{i:0;s:23:""pp-offensive-transition"";i:1;s:18:""pp-settled-offense"";i:2;s:18:""pp-settled-defense"";i:3;s:21:""pp-transition-defense"";i:4;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=SbawVgAJg8Dy3wvCWH3s,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=SbawVgAJg8Dy3wvCWH3s"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,full-field-riding-and-transition-offense-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48768,"Gauge Distance Footwork Drill",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/gauge-distance-footwork-drill/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=biw16TmnmADUkgLDxuKn"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-defense"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=biw16TmnmADUkgLDxuKn,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=biw16TmnmADUkgLDxuKn"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,gauge-distance-footwork-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48769,"General Drill",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/general-drill/,,,,,,,,,"1v1 Drills",,https://vimeo.com/1081206744,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n0KAJg7Zi6abcC7oZWdk"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:4:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";i:2;s:23:""pp-offensive-transition"";i:3;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=n0KAJg7Zi6abcC7oZWdk,https://lacrosse.labradorsports.com/play?l=n0KAJg7Zi6abcC7oZWdk,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n0KAJg7Zi6abcC7oZWdk"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n0KAJg7Zi6abcC7oZWdk"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,general-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48770,"Half Field 2v1s",,,"2025-07-30 09:10:29",powlax_drill,https://powlax.com/powlax_drill/half-field-2v1s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mNBfTEGt8serIiY0FVFH"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=mNBfTEGt8serIiY0FVFH,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mNBfTEGt8serIiY0FVFH"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,half-field-2v1s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48771,"Half Field 4v3s",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/half-field-4v3s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ulj8s4UxpmhfkjpXen8p"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=ulj8s4UxpmhfkjpXen8p,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ulj8s4UxpmhfkjpXen8p"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,half-field-4v3s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48772,"Hawk Approach Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/hawk-approach-drill/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=obpK0fbPBb8t99rfZoUf"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-defense"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=obpK0fbPBb8t99rfZoUf,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=obpK0fbPBb8t99rfZoUf"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,hawk-approach-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48773,"Head Man Passing",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/head-man-passing/,,,,,,,,,"Skill Drills",,https://vimeo.com/1078534096,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=i0r2sxoYqhgNaZriDyeu"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=i0r2sxoYqhgNaZriDyeu,https://lacrosse.labradorsports.com/play?l=u3iFGwB11vC8H9ja1git,https://lacrosse.labradorsports.com/play?l=XMsQ8ZRspNYTNSO1MAcP,,"a:3:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=i0r2sxoYqhgNaZriDyeu"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=u3iFGwB11vC8H9ja1git"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XMsQ8ZRspNYTNSO1MAcP"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,head-man-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48774,"Horseshoe 2v1s",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/horseshoe-2v1s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RGdiuWjFuYwxrIFb9wsR"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=RGdiuWjFuYwxrIFb9wsR,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RGdiuWjFuYwxrIFb9wsR"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,horseshoe-2v1s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48775,"I Passing",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/i-passing/,,,,,,,,,"Skill Drills",,https://vimeo.com/1092025738,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dR8Fkb6PYHnTHvDywI37"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=dR8Fkb6PYHnTHvDywI37,https://lacrosse.labradorsports.com/play?l=aEVb7Q0slREq7lXfbuYz,https://lacrosse.labradorsports.com/play?l=ja1PJ28N9NQKybUR0QRq,https://lacrosse.labradorsports.com/play?l=ZYmy7bZ5PyLudsRAw2PD,"a:5:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dR8Fkb6PYHnTHvDywI37"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=aEVb7Q0slREq7lXfbuYz"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ja1PJ28N9NQKybUR0QRq"" style=""max-width: 100%""></iframe>"";i:3;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZYmy7bZ5PyLudsRAw2PD"" style=""max-width: 100%""></iframe>"";i:4;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nruWJIm79NrBRGDEUSE3"" style=""max-width: 100%""></iframe>"";}",https://lacrosse.labradorsports.com/play?l=nruWJIm79NrBRGDEUSE3,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,i-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
