ID,Title,Content,Positions,"Academy Single Drills","Academy Drill Equipment","Players See & Do The Skills","Coach the Skills","Players Own the Skills","Space Needed",Complexity,"Sets and Reps","Drill Length in Minutes","Quiz / Workout Categories","Quiz / Workout Tags"
27062,"Pipe Approaches, Defending at X, Long Passes - D1 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 16|Workout Length>Long Workout",Skills-Academy
27068,"Copy of Copy of M1 - Base Quiz",,,,,,,,,,,,"Lacrosse Player Points|Midfield Drills",Skills-Academy
27070,"4 Cone Footwork, Fast Break Defense and Rotations, Time and Room Shooting and Hitches - D2 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Slide Master",Skills-Academy
27072,"4 Cone Footwork, Fast Break Defense and Rotations, Time and Room Shooting and Hitches - D2 - 16 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Defensive Drills>Defense 15|Workout Length>Long Workout|Defensive Drills>Slide Master",Skills-Academy
27074,"Defense - Pipe Approaches, Defending at X, Long Passes - D1 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 5",Skills-Academy
27079,"4 Cone Footwork, Fast Break Defense and Rotations and Hitches - D2 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Slide Master",Skills-Academy
27083,"Approach and Recover to Low Positions, Sliding and Recovering, Long Passes, Split Dodge - D3 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Defensive Drills>Defense 16|Defensive Drills>Footwork Fortress|Workout Length>Long Workout",Skills-Academy
27085,"Approach and Recover to Low Positions, Sliding and Recovering, Long Passes, Split Dodge - D3 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Footwork Fortress",Skills-Academy
27090,"Ladder Drill Set 1, Defending at X, Faking - D4 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 10",Skills-Academy
27092,"Ladder Drill Set 1, Defending at X, Faking - D4 - 14 Drills",,,,,,,,,,,,"Lacrosse Player Points>14 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 14|Workout Length>Long Workout",Skills-Academy
27094,"Approach and Recover to Low Positions, Sliding and Recovering, Split Dodge - D3 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Footwork Fortress",Skills-Academy
27102,"Ladder Drill Set 1, Defending at X, Faking - D4 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 5",Skills-Academy
27104,"Pipe Approaches Set 2, Fast Break Defense and Rotations, Stick Checks - D5 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Turnover Titan",Skills-Academy
27106,"Pipe Approaches Set 2, Fast Break Defense and Rotations, Stick Checks - D5 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Defensive Drills>Defense 16|Workout Length>Long Workout|Defensive Drills>Turnover Titan",Skills-Academy
27112,"4 Cone Footwork Series 2, Sliding and Recovering, Ground Balls, Shooting on the Run - D6 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Slide Master",Skills-Academy
27114,"4 Cone Footwork Series 2, Sliding and Recovering, Ground Balls, Shooting on the Run - D6 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Defensive Drills>Defense 15|Workout Length>Long Workout|Defensive Drills>Slide Master",Skills-Academy
27116,"Pipe Approaches Set 2, Fast Break Defense and Rotations, Stick Checks - D5 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Turnover Titan",Skills-Academy
27123,"Approach and Recover, Sides, Defending at X, Face Dodge - D7 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Footwork Fortress",Skills-Academy
27125,"Approach and Recover, Sides, Defending at X, Face Dodge - D7 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Defensive Drills>Defense 16|Defensive Drills>Footwork Fortress|Workout Length>Long Workout",Skills-Academy
27127,"4 Cone Footwork Series 2, Sliding and Recovering, Ground Balls - D6 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Slide Master",Skills-Academy
27143,"Approach and Recover, Sides, Defending at X, Face Dodge - D7 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Footwork Fortress",Skills-Academy
27145,"Ladder Drill Set 2, Fast Break Defense and Rotations, Time and Room Shooting / Hitches - D8 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Pole with Hands",Skills-Academy
27147,"Ladder Drill Set 2, Fast Break Defense and Rotations, Time and Room Shooting / Hitches - D8 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Defensive Drills>Defense 15|Workout Length>Long Workout|Defensive Drills>Pole with Hands",Skills-Academy
27153,"Pipe Approaches Group 3, Sliding and Recovering, GB's Long Passes, Split Dodge - D9 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Defensive Drills>Hip Hitter",Skills-Academy
27155,"Pipe Approaches Group 3, Sliding and Recovering, GB's  Long Passes, Split Dodge - D9 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Defensive Drills>Defense 15|Defensive Drills>Hip Hitter|Workout Length>Long Workout",Skills-Academy
27157,"Ladder Drill Set 2, Fast Break Defense and Rotations, Time and Room Shooting / Hitches - D8 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Pole with Hands",Skills-Academy
27163,"4 Cone Footwork Series 3, Defending at X, Faking - D10 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 16|Workout Length>Long Workout",Skills-Academy
27165,"Pipe Approaches Group 3, Sliding and Recovering, GB's Long Passes, Split Dodge - D9 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Defensive Drills>Hip Hitter",Skills-Academy
27167,"4 Cone Footwork Series 3, Defending at X, Faking - D10 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 10",Skills-Academy
27175,"Approach and Recover Top, Fast Break Defense and Rotations, GB's and Long Passes - D11 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 5|Online Skills Academy",Skills-Academy
27177,"4 Cone Footwork Series 3, Defending at X, Faking - D10 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Close Quarters Crusher|Defensive Drills>Defense 5|Online Skills Academy",Skills-Academy
27179,"Approach and Recover Top, Fast Break Defense and Rotations, GB's and Long Passes - D11 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 15|Workout Length>Long Workout|Online Skills Academy",Skills-Academy
27185,"Approach and Recover Top, Fast Break Defense and Rotations, GB's and Long Passes - D11 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 10|Online Skills Academy",Skills-Academy
27187,"Ladder Drill Set 3, Sliding and Recovering, Checking, and Shooting on the Run - D12 - 17 Drills",,,,,,,,,,,,"Workout Length>17 Drill Workout|Lacrosse Player Points>17 Lax Credits|Defensive Drills>Defense 17|Workout Length>Long Workout|Online Skills Academy|Defensive Drills>Turnover Titan",Skills-Academy
27189,"Ladder Drill Set 3, Sliding and Recovering, Checking, and Shooting on the Run - D12 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Defense 10|Online Skills Academy|Defensive Drills>Turnover Titan",Skills-Academy
27199,"Ladder Drill Set 3, Sliding and Recovering, Checking, and Shooting on the Run - D12 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Defensive Drills>Defense 5|Online Skills Academy|Defensive Drills>Turnover Titan",Skills-Academy
28604,"Self-Guided Attack Work Out - 5 Drills/15 Minutes - A13","<!-- wp:paragraph -->
<p>Log your self-guided Attack workout or private lesson and earn 5 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 5|Independent Improver",
28606,"Self-Guided Attack Work Out - 10 Drills/30 Minutes - A13","<!-- wp:paragraph -->
<p>Log your self-guided Attack workout or private lesson and earn 10 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points 10|Independent Improver",
28610,"Self-Guided Attack Work Out - 15 Drills/45 Minutes - A13","<!-- wp:paragraph -->
<p>Log your self-guided Attack workout or private lesson and earn 15 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 15|Independent Improver",
28612,"Self-Guided Midfield Work Out - 5 Drills/15 Minutes - M13","<!-- wp:paragraph -->
<p>Log your self-guided Midfield workout or private lesson and earn 5 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 5|Independent Improver",
28614,"Self-Guided Midfield Work Out - 10 Drills/30 Minutes - M13","<!-- wp:paragraph -->
<p>Log your self-guided Midfield workout or private lesson and earn 10 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points 10|Independent Improver",
28616,"Self-Guided Midfield Work Out - 15 Drills/45 Minutes - M13","<!-- wp:paragraph -->
<p>Log your self-guided Midfield workout or private lesson and earn 15 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need inspiration?  Use the <a href=""https://powlax.com/individual-offensive-drills/"">Offensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 15|Independent Improver",
28618,"Self-Guided Defense Work Out - 5 Drills/15 Minutes - D13","<!-- wp:paragraph -->
<p>Log your self-guided Defense workout or private lesson and earn 5 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need Inspiration?  Check out the <a href=""https://powlax.com/individual-defense-and-footwork/"" data-type=""link"" data-id=""https://powlax.com/individual-defense-and-footwork/"">Defensive Drill Bank!</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 5|Independent Improver",
28620,"Self-Guided Defense Work Out - 10 Drills/30 Minutes - D13","<!-- wp:paragraph -->
<p>Log your self-guided Defense workout or private lesson and earn 10 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need Inspiration?  Check out the <a href=""https://powlax.com/individual-defense-and-footwork/"" data-type=""link"" data-id=""https://powlax.com/individual-defense-and-footwork/"">Defensive Drill Bank!</a></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points 10|Independent Improver",
28622,"Self-Guided Defense Work Out - 15 Drills/45 Minutes - D13","<!-- wp:paragraph -->
<p>Log your self-guided defense workout or private lesson and earn 15 Flex Points.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Need Inspiration?  Check out the <a href=""https://powlax.com/individual-defense-and-footwork/"" data-type=""link"" data-id=""https://powlax.com/individual-defense-and-footwork/"">Defensive Drill Bank!</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 15|Independent Improver",
30065,"5 Min - Smart Backstop Fence Saver Workout",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Online Skills Academy","Fence Saver|Skills-Academy"
30068,"15 Min - Smart Backstop Fence Saver Workout",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Online Skills Academy","Fence Saver|Skills-Academy"
30073,"10 Drills - Smart Backstop Fence Saver Workout",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Online Skills Academy","Fence Saver|Skills-Academy"
34322,"Solid Start - Picking Up and Passing - Mini - 05 Drills",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Online Skills Academy|Solid Start Workouts>Picking Up and Passing Workout",Skills-Academy
34324,"Solid Start Workout 1 - Picking Up and Passing - More",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Online Skills Academy|Solid Start Workouts>Picking Up and Passing Workout",Skills-Academy
34330,"Solid Start 2 - Defense and Shooting Workout - Mini",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Online Skills Academy|Solid Start Workouts>Shooting and Defense Workout",Skills-Academy
34332,"Solid Start 2 - Defense and Shooting Workout - More",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Online Skills Academy|Solid Start Workouts>Shooting and Defense Workout",Skills-Academy
34338,"Solid Start 3 - Catching and Hesitation Workout - Mini",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Solid Start Workouts>Catching and Hesitation Workout|Online Skills Academy",Skills-Academy
34340,"Solid Start 3 - Catching and Hesitation Workout - More",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Solid Start Workouts>Catching and Hesitation Workout|Online Skills Academy",Skills-Academy
34342,"Solid Start 4 - Wind Up Dodging Workout - Mini",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Online Skills Academy|Solid Start Workouts>Wind Up Dodging Workout",Skills-Academy
34344,"Solid Start 4 - Wind Up Dodging Workout - More",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Online Skills Academy|Solid Start Workouts>Wind Up Dodging Workout",Skills-Academy
34346,"Solid Start 5 - Switching Hands Workout - Mini",,,,,,,,,,,,"Lacrosse Player Points>5 Lax Credits|Online Skills Academy|Solid Start Workouts>Switching Hands Workout",Skills-Academy
34348,"Solid Start 5 - Switching Hands Workout - More",,,,,,,,,,,,"Lacrosse Player Points>10 Lax Credits|Online Skills Academy|Solid Start Workouts>Switching Hands Workout",Skills-Academy
35781,"Man Down Defense - Complete Guide","<p>Complete this quiz with a score of 80% or better to receive the “Man Down Defense - Complete Guide” POWLAX Certificate of Completion. After completing the quiz, you must print or save the certificate! If you leave the quiz without saving or printing it, you will have to complete the quiz again.</p>",,,,,,,,,,,"IQ Quizzes>Man Down Quiz",
36699,"Virginia’s Man Up Motions into a 3-3",,,,,,,,,,,,"IQ Quizzes>Man Up Quiz",
36720,"Denver Endline Play Quiz","

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,
37187,"5 Man Rotation Man Down Defense Quiz","<p>Complete this quiz with a score of 80% or better to receive the “5 Man Rotation Man Down Defense” POWLAX Certificate of Completion. After completing the quiz, you must print or save the certificate! If you leave the quiz without saving or printing it, you will have to complete the quiz again.</p>",,,,,,,,,,,,
47507,"2 Hand Cradle Away Drill",[embed]https://vimeo.com/1000143414[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal",cradling|protection|Skills-Academy
47509,"2 Hockey Pick Up Ground Ball Drill",[embed]https://vimeo.com/995813226[/embed],,"Offense (with ball)>Ground Balls",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>15x15 Yard Box",Foundation,"3 Sets for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","hockey style|scooping|Skills-Academy"
47511,"3 Step Face Dodge to Roll Dodge Drill",[embed]https://vimeo.com/995813809[/embed],,"Offense (with ball)>Dodging>Roll Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","face dodge|roll dodge|Skills-Academy"
47513,"4 Cone - Infinity Close The Gate Drill",[embed]https://vimeo.com/1003776563[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","agility|footwork|One Defense Dollar|Skills-Academy"
47515,"4 Cone - Infinity Drop Step and Run Drill",[embed]https://vimeo.com/1003776447[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","drop step|footwork|One Defense Dollar|Skills-Academy"
47517,"4 Cone - Infinity Drop Step and Shuffle Drill",[embed]https://vimeo.com/1003776350[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","footwork|One Defense Dollar|shuffle|Skills-Academy"
47519,"4 Cone - Side Shuffle Drill",[embed]https://vimeo.com/1003776290[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","footwork|One Defense Dollar|shuffle|Skills-Academy"
47521,"4 Cone Footwork - Circle The Cone Shuffle",[embed]https://vimeo.com/1010346954[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","agility|footwork|One Defense Dollar|Skills-Academy"
47523,"4 Cone Footwork - Circle The Cone Sideways Run",[embed]https://vimeo.com/1010347044[/embed],,"Defense (no ball)>4 Cone Drills",Cones,6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"2 Sets - 1 Per Direction of 3 Reps Each","5 Minutes","One Defense Dollar|One Lax Credit","agility|footwork|One Defense Dollar|Skills-Academy"
47525,"Answer Move to Time and Room - Time and Room Shooting Drill",[embed]https://vimeo.com/995813316[/embed],,"Offense (with ball)>Shooting>Time and Room",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","5 Minutes","One Lax Credit|One Midfield Medal","answer move|Skills-Academy|time and room shooting"
47527,"Approach and Recover Clockwise - Back Left",[embed]https://vimeo.com/1002923082[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47529,"Approach and Recover Clockwise - Back Right",[embed]https://vimeo.com/1002921894[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47531,"Approach and Recover Clockwise - Side Left",[embed]https://vimeo.com/1002922861[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47533,"Approach and Recover Clockwise - Side Right",[embed]https://vimeo.com/1002922120[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47535,"Approach and Recover Clockwise - Top Center",[embed]https://vimeo.com/1002922522[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47537,"Approach and Recover Clockwise - Top Left",[embed]https://vimeo.com/1002922752[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47539,"Approach and Recover Clockwise - Top Right",[embed]https://vimeo.com/1002922420[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47541,"Approach and Recover Counter Clockwise - Back Left",[embed]https://vimeo.com/1002922983[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47543,"Approach and Recover Counter Clockwise - Back Right",[embed]https://vimeo.com/1002921781[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47545,"Approach and Recover Counter Clockwise - Side Left",[embed]https://vimeo.com/1002921672[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47547,"Approach and Recover Counter Clockwise - Side Right",[embed]https://vimeo.com/1002922008[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47549,"Approach and Recover Counter Clockwise - Top Center",[embed]https://vimeo.com/1002922628[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47551,"Approach and Recover Counter Clockwise - Top Left",[embed]https://vimeo.com/1002933308[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47553,"Approach and Recover Counter Clockwise - Top Right",[embed]https://vimeo.com/1002922298[/embed],,"Defense (no ball)>Approach and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","approach and recover|defensive footwork|One Defense Dollar|Skills-Academy"
47555,"Back Foot Hitch Drill",[embed]https://vimeo.com/998233304[/embed],,"Offense (with ball)>Dodging>Hitch",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","hitch step|shooting|Skills-Academy"
47557,"Bottom Hand Fake Drill",[embed]https://vimeo.com/997569605[/embed],,"Offense (with ball)>Faking",,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"2 Sets (1 per hand) for 20 Seconds Each","3 Minutes","One Attack Token|One Lax Credit","faking|Skills-Academy|stick work"
47559,"Catch Across Body - Time and Room Shooting Drill",[embed]https://vimeo.com/1002923636[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal",catching|shooting|Skills-Academy
47561,"Crease Slide Drill - Left Alley Dodge",[embed]https://vimeo.com/1010346621[/embed],,"Defense (no ball)>Slide and Recover",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","crease defense|defensive sliding|One Defense Dollar|Skills-Academy"
