folderPath,name,Id,description
Offense/Penn State Offense/1-4-1 Wing Pairs/Scoring Plays/,PSO - 14 - Backside Separation,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Backside exchange and separate ensures 1 player can not play 2."
Offense/Penn State Offense/1-4-1 Wing Pairs/Scoring Plays/,PSO - 14 - Hang Up Games,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The player at X will entice his defender to help and a fade to hang up his defender on the pass."
Offense/Penn State Offense/1-4-1 Wing Pairs/2 Man Game - Wings/,PSO - 14 - Mirror Motion,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 1-4-1 Wing Mirror us used to entice slides from strong players on the crease."
Offense/Penn State Offense/1-4-1 Wing Pairs/Scoring Plays/,"PSO - 14 - Mirror, Won’t Slide",,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

If they won’t slide off of the mirror player -  the dodgers will have tons of room."
Offense/Penn State Offense/1-4-1 Wing Pairs/2 Man Game - Wings/,PSO - 14 - Pick Motion,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 1-4-1 Wing Mirror us used to entice slides from strong players on the crease."
Offense/Penn State Offense/1-4-1 Wing Pairs/Scoring Plays/,PSO - 14 - Secondary Picks,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Backside Motion will prep for the next 2 Man Game."
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - Top Cut The Middle,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Top Cut happens when the player Up top Cuts Down the Middle.  We showed it here with a backside exchange to maintain spacing."
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - Top Fade,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The top fade is used by the player up top to give the dodger room over the top.  We are going to show it with a backside Cut and separate because it will maintain great spacing."
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - Top Shallow Cut,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The top fade is used by the player up top to give the dodger room over the top.  We are going to show it with a backside Cut and separate because it will maintain great spacing."
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - X Hang Up Games,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The player at X will play hang up games with his defenseman by fading away to give room to the dodger while enticing the defenseman to slide so he can push Backside after a pass.

We will see the hang up games with a Mirror Motion -  Backside Cut and Separate -  and Top Fade."
Offense/Penn State Offense/3 High Pairs/Off Ball/,PSO - 3H - Backside Exchange Rotation,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The Backside High players will Exchange to set up for the secondary Pick Motion.
 If the top player picks -  this will look like a cycle with the top right player cutting the Middle and the low Player cycling Up to the top.

If the crease Picks -  the top Center player will Fade and the top right player will Cut The Middle."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Draft Cuts,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Draft Cuts to happen when one player cuts directly behind another player

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Fade,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
Players of top can fade to the backside to give dodgers room on the wing and look for skip lanes.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Float Cut,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Players on the crease can float out the Backside looking for a skip and then cut off nothing is there.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/Penn State Offense/Picks Behind/Scoring Plays/,PSO - PB - Razor Pick / Scissor Cut,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics."
Offense/Penn State Offense/Picks Behind/Scoring Plays/,PSO - PB - Razor Picks,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Razor Picks (East West Picks in PDF are Picks set on GLE with the Dodger moving East to west.  The objective being to create separation to allow the dodger to curl the opposite side of the goal or roll back over the top of them."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Scissor Cuts,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Scissor Cuts happen when the two
Inside players cut one after the other - Nearside -  then Backside. Draft cuts happen when one player cuts right behind another cutting player.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Seal and Pop,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

The seal and pop rotation happens when one player sets a pick on their own player -  not allowing them to cover another player that is cutting around them.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/Penn State Offense/Picks Behind/Scoring Plays/,PSO - PB - Slam Pick / Seal Pop,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics."
Offense/Penn State Offense/Picks Behind/Off Ball/,PSO - PB - Slip Pick,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
A slip pick happens when a player moves like they’re going to set a pick for another player and then slips to the goal.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space."
Offense/7v7/,Purple Read Progressions,,
Offense/How to Beat a Zone/Draw and Dump/Side 3v2/,Push From X,,This is a play in the 1-4–1 carry step off offense.
Transition/Riding/Riding Objectives/,Riding Objectives,,"During a ride -  we have three objectives. 

First -  we want to get in to play defense without giving our opponent Transition offensive opportunities. 

Second -  we want to substitute our defensive personnel onto the field. 

Third -  we want to pressure the clearing team to create turnovers -  so we can generate office of opportunities of our own. 

These turnovers are usually the result of forcing long passes or double teaming the Clearing Personnel by setting traps. "
Defense/Slide and Recover Example/,Rollback Double - Alley,,The best time to double is right as an offensive player turns their head away from you.
Defense/Slide and Recover Example/,Rollback Double - X,,The best time to double is when the office of Player turns their head away from you.
Offense/Set Plays/,Rutgers (21-12),,"Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up."
Offense/Set Plays/,Rutgers 2-2-2 (21-21),,"Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up."
Offense/Set Plays/,Rutgers 2-2-2 (21-21) continued,,<p>Rutgers is a set play within the 21-12 Offenae. It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation. There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.</p>
Man Up & Man Down /Man Up/Quick Hitters/,Rutgers 2-2-2 Scissor Cuts Play,,An awesome little set play that Rutgers ran vs Penn State in 2021.
Offense/How to Beat a Zone/Schemes/Set Plays/,Salisbury Low Shallow Cut Look,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/,Salisbury Shallow Cut Zone Offense,,This play works well because it systematizes the gaps in the defensive zone.
Transition/Clearing/Skeleton Clears/,Shorty Low Clear (Punt Return),,The Shorty Low Clear or Punt Return is used when a team has an extremely athletic and elusive player that can easily run the ball out.  He will wait inside to get the ball and then run it to the offensive side of the field.
Offense/Set Plays/,Single,,Single is an Endline play run out of a 2-3-1.
Defense/Wild Cat Zone/,Strong Hand Alley vs Weak Hand Funnel,,This slide will show the opportunity differences between a strong hand alley dodge and a weak hand funnel with a trap.
Transition/Substitutions/Subbing Through Midline/,Subbing Through the Midline,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box."
Offense/Set Plays/,Syracuse Inbounds Play,,The Syracuse Inbound Play is a simple pick inside.
Transition/Clearing/Clearing Terminology/,Terminology Clear,,Clear vs Ride Base
Offense/Set Plays/,Terps Set Play,,"This play was run by Maryland in the national championship game versus Cornell
"
Transition/Transition Offense/Trailer Break (5v4)/,Trailer Break - Pick Down,,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.
Transition/Transition Offense/Trailer Break (5v4)/,Trailer Break - Throwback,,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.
Transition/Transition Offense/Trailer Break (5v4)/,Trailer Break Situation,,This is Amhurst trailer brake scenario.
Offense/LaxCon 2022 Presentation Examples/,Triangle Offense,,The triangle offense is a simple offense built with 2 groups of 3 players.
Transition/Clearing/Skeleton Clears/,Trick Clear Attack Over Substitution Clear,,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field."
Man Up & Man Down /Man Up/3-3 Twist/,Twist - 3 Defenseman High,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense."
Man Up & Man Down /Man Up/3-3 Twist/,Twist - Throw Backward,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2."
Man Up & Man Down /Man Up/3-3 Twist/,Twist - Throw Forward,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2."
Man Up & Man Down /Man Up/Virginia’s Man Up Motions into a 3-3/,UVA MU - 2-3-1 to 3-3,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 2-3-1 to 3-3 emphasizes the shooting ability of #6 Dox Aitken by using #5 Matt Moore to seal the top right defenseman for him."
Man Up & Man Down /Man Up/Virginia’s Man Up Motions into a 3-3/,UVA MU - 3-3 to 3-3,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 3-3 to 3-3 Man Up Motion emphasizes the feeding ability of #2 Michael Kraus to exploit the off ball 2v1 between #22 Ryan Conrad and #3 Ian Laviano. This is also a quick hitter play that is traditionally run vs Man Down Defenses that use 3 players to defend the top 3 players in the man up."
Man Up & Man Down /Man Up/Virginia’s Man Up Motions into a 3-3/,UVA MU - Open to 3-3,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s Open to 3-3 Motion emphasizes the 2nd pass options that #5 Matt Moore will have after receiving the first pass from #2 Michael Kraus."
Offense/Virginia‘a 2-2-2 From X/,V222 - 6v6,,A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!
Offense/Virginia‘a 2-2-2 From X/,V222 - Adjacent Slide,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the adjacent Defenseman slides the near side fade will step in for a step down."
Offense/Virginia‘a 2-2-2 From X/,V222 - Back Side Cut,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and the two covers the near side cut -  he will pass in the backside cut."
Offense/Virginia‘a 2-2-2 From X/,V222 - Look Progression,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the dodger can beat his man -  he will turn the corner and score."
Offense/Virginia‘a 2-2-2 From X/,V222 - Near Side Cut,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and there’s no two -  he will pass in the near side cut."
Offense/Virginia‘a 2-2-2 From X/,V222 - Skeleton Offense,,A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!
Offense/Virginia‘a 2-2-2 From X/,V222 - Through Pass,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the crease slides and the two covers the near side cut and the 3 covers the backside cut -  the through pass will be open."
Offense/Virginia‘a 2-2-2 From X/,V222 - Turn The Corner,,"A staple in Virginia’s 2019 National Championship run! This is the play they used to beat Maryland and Duke in OT and used it to score 5 times in the National Championship against Yale!

If the dodger can beat his man -  he will turn the corner and score."
Man Up & Man Down /Man Up/3-3 Twist/,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2."
Man Up & Man Down /Man Up/Vs a Lock Off/,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2."
Offense/Set Plays/,Warrior Flip Play,,This play was run by Arapahoe HS vs Valor in the 2022 Quarterfinals
Defense/Wild Cat Zone/Wild Cat - Playing the Ball at X/,Wild Cat - Pass Through X (Cat Fills Ball Side),,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender."
Defense/Wild Cat Zone/Wild Cat - Playing the Ball at X/,Wild Cat - Pass to the X (Pressure),,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender."
Defense/Wild Cat Zone/Wild Cat - Playing the Ball at X/,Wild Cat - Press and Rotate a Carry Through X,,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender."
Defense/Wild Cat Zone/Wild Cat - Playing the Ball at X/,Wild Cat - Press X - Trap at 4 and 6,,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender."
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,Wild Cat - Trap at 4 and 6 with Rotation,,"In Wild Cat -  we have 3 rules the effect how we play the ball at X.  
1) We will send 1 Player to play the ball at X with loads of pressure -  almost to the point of trying to get beat.  This player is always the Cat.
2) When the ball is at X -  the Hawk will be covering the player on the crease looking up field for cutters -  while the 4 and 6 Zones hold their positions looking to create traps at the pipes.
3) If the ball is transferred from one side of X to another -  we will play the ball with as much pressure as possible.  If the ball is carried from one side of X to the other -  the on ball defenseman will play the ball the whole way while the other two low defenseman switch to occupy the 4 and 6 zones.  If the ball is passed from back left to back right or vice versa -  the Cat will the zone of the defenseman playing the ball.
4) Once the ball is passed up top -  the three low zones will snap back with as little movement as possible.  The players on the perimeter will bump the 4 or 6 zones back into the Cat Position.
5) If we trap at the 4 or 6 and the ball moves to the wing -  we will rotate with everyone except the backside low defender."
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,Wild Cat Alley Dodge Trap and Rotate vs 2-3-1,,"If a team is trying to get to the middle of the field with their strong hands -  we can switch from funneling to the middle to pushing them down the alley.  When MR receives the ball in the 3 position -  M3 will take away their right hand sweep and push him down the alley.
As MR goes down the alley -  D6 will hold in his position trying to deter the dodge.  If he must slide -  it should be an attempt to trap MR.  
Once D6 has slid and the ball is passed -  the rotation will begin with the Cat rotating to A2 and the Hawk rotating down to M1 on the crease.  
*Notice that this keeps -  D4 and M1 in place on the backside.
Once A2 passes to A1 -  D4 will naturally move out to play him.  D6 -  will move to the crease position to become the new Cat and push the Hawk back up to top center and the Cat will move to the 6 zone."
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,Wild Cat Funnel and Trap and Rotate,,Once we’ve trapped an off handed dodger on the sweep -  if he is able to make a pass to the adjacent -  we will rotate everyone except the low backside 4 or 6 zones.  In the example -  it is the 6 zone that will not rotate.
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,Wild Cat Funnel and Trap vs 2-3-1,,In the Wild Cat Zone -  our first point of emphasis is getting rid of strong handed dodges down the alleys from the high wings and top center.  Ideally -  we would rather push strong handed players to the middle to their weak hand -  rather than down the alley to their strong hands.  This will allow us to trap offensive players between the Hawk shorty zones by allowing them to turn in side and pouncing on them.
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,Wild Cat Funnel and Trap vs Open,,In the Wild Cat Zone -  our first point of emphasis is getting rid of strong handed dodges down the alleys from the high wings and top center.  Ideally -  we would rather push strong handed players to the middle to their weak hand -  rather than down the alley to their strong hands.  This will allow us to trap offensive players between the Hawk shorty zones by allowing them to turn in side and pouncing on them.
Defense/Wild Cat Zone/Wild Cat - Trapping and Rotating/,"Wild Cat Funnel, Trap, Rotate, Get Back",,"Once we’ve trapped an off handed dodger on the sweep -  if he is able to make a pass to the adjacent -  we will rotate everyone except the low backside 4 or 6 zones.  In the example -  it is the 6 zone that will not rotate.
Once there has been a rotation -  the players will do their best to get back into their original zones."
Defense/Wild Cat Zone/,Wild Cat String and Funnel Zone (Zone Overview),,"This diagram depicts Wild Cat Zones
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
4 Zone is Green
5 Zone is Blue 
6 Zone is Yellow"
Defense/Wild Cat Zone/,Wild Cat String vs 2-3-1,,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.
Defense/Wild Cat Zone/,Wild Cat String vs Open,,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.
Transition/Riding/Zero Ride/,Zero Ride - Whole Sale,,In the zero ride all offensive midfielders will immediately sprint off of the field to get defensive personnel on so we can play 6v6.  Attackmen will drop and slow them down as much as possible.
Offense/How to Beat a Zone/Beat Your Man and Score/,Zone Base,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/Draw and Dump/Fade and Follow - Shorty Top Center/,Zone base,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/Draw and Dump/Side 3v2/,Zone Base,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/Schemes/Set Plays/,Zone Base,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/Wheels and Rotations/,Zone Base,,This is a play in the 1-4–1 carry step off offense.
Defense/Transition Defense/,Zone Defensive Transition,,This defensive transition pattern uses zone principles to ensure that the paint or whole is covered during defensive transition.  When there are 3 defenseman -  they will create a triangle.  When there are 4 defensem and -  they will create a box.  When there are 5 defenseman -  they will create a 5 on a die formation and when there are 6 players -  they will matchup once the opportunity presents itself.
